"Data","Australian dollar ","Czech koruna ","Danish krone ","Hong Kong dollar ","Japanese yen ","Korean won ","Malaysian ringgit ","Mexican peso ","Philippine peso ","Polish zloty ","Singapore dollar ","US dollar "
1999-01-04,1.91,35.107,7.4501,9.1332,133.73,1398.59,4.4798,11.6446,45.51,4.0712,1.9554,1.1789
1999-01-05,1.8944,34.917,7.4495,9.1341,130.96,1373.01,4.4805,11.596,44.745,4.0245,1.9655,1.179
1999-01-06,1.882,34.85,7.4452,9.101,131.42,1359.54,4.4637,11.4705,44.872,4.0065,1.9699,1.1743
1999-01-07,1.8474,34.886,7.4431,9.0131,129.43,1337.16,4.4203,11.5511,44.436,4.0165,1.9436,1.1632
1999-01-08,1.8406,34.938,7.4433,9.0302,130.09,1366.73,4.4295,11.4414,44.295,4.0363,1.9537,1.1659
1999-01-09,1.8319,35.0222,7.4433,9.0065,128.8751,1360.6055,4.4176,11.4614,44.0745,4.0341,1.9471,1.1626
1999-01-10,1.8232,35.1022,7.4433,8.986,127.8028,1358.8726,4.4073,11.4655,43.8606,4.0336,1.9419,1.1598
1999-01-11,1.8134,35.173,7.4433,8.9655,126.33,1356.7,4.397,11.4322,43.565,4.032,1.9358,1.1569
1999-01-12,1.809,35.25,7.443,8.9246,129.63,1353.43,4.377,11.4897,43.656,4.033,1.9343,1.152
1999-01-13,1.862,36.113,7.4432,9.1008,131.89,1377.93,4.4634,12.8946,45.573,4.2033,1.9815,1.1744
1999-01-14,1.8353,35.698,7.4437,9.0288,132.74,1382.23,4.4286,12.1499,44.87,4.1335,1.9615,1.1653
1999-01-15,1.8388,35.86,7.4441,9.0102,131.74,1375.76,4.4172,12.8495,44.987,4.2,1.957,1.1626
1999-01-16,1.8353,35.7711,7.4436,9.0062,132.1652,1374.2072,4.4158,12.4499,44.7823,4.152,1.9565,1.1623
1999-01-17,1.8323,35.7052,7.4432,9.0005,132.4828,1372.2085,4.4133,12.1894,44.6125,4.1122,1.9556,1.1618
1999-01-18,1.8292,35.615,7.4431,8.9944,132.9,1371.26,4.4112,11.8813,44.403,4.0667,1.9549,1.1612
1999-01-19,1.8295,35.745,7.438,8.9944,132.14,1364.47,4.4056,11.9167,44.521,4.0973,1.9521,1.1616
1999-01-20,1.8064,35.773,7.4378,8.9605,131.59,1349.24,4.3884,11.7196,44.346,4.0847,1.9398,1.1575
1999-01-21,1.8171,36.06,7.4385,8.9647,130.34,1356.82,4.3966,11.9229,44.14,4.1277,1.9368,1.1572
1999-01-22,1.8225,36.287,7.4372,8.9738,131.88,1365.8,4.3935,11.8665,44.687,4.1587,1.9461,1.1567
1999-01-23,1.8255,36.2565,7.4371,8.9741,131.8637,1364.5293,4.3962,11.8634,44.6906,4.1582,1.9486,1.1573
1999-01-24,1.8287,36.256,7.4369,8.9752,131.9608,1364.7669,4.3983,11.857,44.7551,4.1602,1.9517,1.1578
1999-01-25,1.8317,36.211,7.4367,8.9765,132.09,1366.16,4.4014,11.8547,44.883,4.1607,1.9557,1.1584
1999-01-26,1.8391,36.615,7.436,8.9808,131.81,1360.47,4.3979,11.8397,44.5,4.1837,1.9512,1.1582
1999-01-27,1.8313,36.464,7.4358,8.935,131.91,1354.55,4.3758,11.716,44.566,4.1588,1.9446,1.1529
1999-01-28,1.8262,36.432,7.4359,8.8428,132.25,1341.07,4.3357,11.6284,44.098,4.1381,1.929,1.141
1999-01-29,1.8087,36.827,7.4359,8.8192,132.1,1337.33,4.3249,11.6205,43.819,4.161,1.9233,1.1384
1999-01-30,1.8023,36.9159,7.436,8.8092,131.5926,1335.6366,4.3182,11.5671,43.8075,4.1853,1.9214,1.1371
1999-01-31,1.7949,37.0343,7.4362,8.7973,131.1194,1333.4031,4.3107,11.5186,43.7566,4.2093,1.919,1.1355
1999-02-01,1.7882,37.142,7.4363,8.7839,130.88,1331.58,4.3018,11.4716,43.699,4.236,1.9169,1.1338
1999-02-02,1.7741,37.395,7.4368,8.7849,127.7,1326.43,4.3081,11.4046,43.704,4.2296,1.9114,1.1337
1999-02-03,1.7609,37.168,7.4372,8.7874,126.86,1327.18,4.3094,11.4058,43.61,4.2014,1.9132,1.1337
1999-02-04,1.7541,37.158,7.4362,8.7296,127.65,1318.51,4.2806,11.4007,43.481,4.1512,1.9009,1.1263
1999-02-05,1.7294,37.365,7.4358,8.752,127.95,1321.34,4.2912,11.3942,43.589,4.1753,1.907,1.1292
1999-02-06,1.7299,37.494,7.4357,8.7403,127.9484,1322.0749,4.2857,11.3771,43.853,4.1829,1.905,1.1278
1999-02-07,1.7281,37.6289,7.4356,8.7313,127.9751,1322.8866,4.2815,11.3617,44.091,4.1913,1.9036,1.1267
1999-02-08,1.723,37.71,7.4355,8.7144,127.82,1322.19,4.2734,11.3243,44.308,4.1958,1.9002,1.1246
1999-02-09,1.7548,38.358,7.4356,8.7841,129.91,1332.26,4.3068,11.4574,44.824,4.256,1.9182,1.1333
1999-02-10,1.7569,38.135,7.4347,8.7883,130.73,1335.81,4.3102,11.4446,44.293,4.2448,1.9202,1.1342
1999-02-11,1.7427,37.94,7.4347,8.7701,129.35,1329.97,4.3007,11.2921,43.601,4.252,1.9104,1.1312
1999-02-12,1.7459,37.86,7.4347,8.7163,128.92,1322.2,4.274,11.2588,43.303,4.2302,1.9037,1.1244
1999-02-13,1.7426,37.9848,7.4347,8.7158,129.1625,1322.2919,4.2718,11.2339,43.3673,4.2423,1.9021,1.1245
1999-02-14,1.7398,38.0846,7.4348,8.7104,129.3418,1321.2238,4.2673,11.2056,43.3748,4.2519,1.8999,1.1239
1999-02-15,1.7353,38.197,7.4348,8.7086,129.31,1320.91,4.2643,11.1818,43.429,4.2612,1.8973,1.1238
1999-02-16,1.7467,38.23,7.4347,8.6603,131.82,1313.13,4.2411,11.1095,43.026,4.2747,1.8976,1.1176
1999-02-17,1.7751,37.97,7.4351,8.7223,133.48,1323.11,4.2734,11.1817,43.578,4.279,1.9117,1.1253
1999-02-18,1.7687,37.993,7.4348,8.702,134.4,1327.45,4.268,11.1136,43.466,4.284,1.9099,1.1232
1999-02-19,1.7502,37.773,7.4346,8.6551,133.97,1345.43,4.239,11.0807,43.451,4.2589,1.9067,1.1163
1999-02-20,1.7421,37.8239,7.4346,8.6101,133.8532,1340.2166,4.2193,11.0278,43.3209,4.2604,1.8994,1.1108
1999-02-21,1.7331,37.8464,7.4345,8.5653,133.72,1338.3571,4.199,10.9775,43.2064,4.26,1.8925,1.1052
1999-02-22,1.7237,37.873,7.4345,8.5185,133.61,1337.48,4.1779,10.9243,43.126,4.2608,1.8845,1.0992
1999-02-23,1.7145,37.847,7.4344,8.482,133.14,1326.17,4.1596,10.8699,42.692,4.2408,1.8853,1.0969
1999-02-24,1.7465,37.992,7.4345,8.5495,133.86,1343.45,4.193,10.9628,43.09,4.2813,1.9046,1.1037
1999-02-25,1.7566,37.994,7.4346,8.5466,132.87,1350.69,4.1933,10.9854,43.018,4.3051,1.9063,1.1031
1999-02-26,1.7819,37.908,7.4344,8.5382,131.33,1348.55,4.1876,10.987,42.923,4.3482,1.8965,1.1018
1999-02-27,1.7774,37.7975,7.4345,8.5277,131.3621,1345.3266,4.1826,10.9396,42.8746,4.3323,1.8962,1.1004
1999-02-28,1.7758,37.6912,7.4346,8.5175,131.2644,1342.5354,4.1776,10.9002,42.8211,4.3209,1.895,1.0991
1999-03-01,1.7766,37.57,7.4347,8.5139,131.13,1340.17,4.176,10.8577,42.805,4.3074,1.8943,1.0986
1999-03-02,1.7492,37.583,7.4345,8.4354,131.37,1333.01,4.1373,10.8276,42.461,4.321,1.8879,1.0887
1999-03-03,1.7454,37.551,7.4345,8.4416,132.18,1339.26,4.1399,10.8673,42.543,4.337,1.8907,1.0899
1999-03-04,1.7494,37.518,7.4344,8.4176,133.92,1346.04,4.1285,10.8028,42.589,4.3093,1.8855,1.0866
1999-03-05,1.7329,37.283,7.4324,8.3959,133.19,1345.31,4.1169,10.7045,42.361,4.249,1.8727,1.0834
1999-03-06,1.7339,37.4263,7.4324,8.415,133.0669,1346.3889,4.1251,10.7233,42.3883,4.2553,1.8769,1.0861
1999-03-07,1.7333,37.5287,7.4323,8.4301,132.9093,1347.3597,4.1313,10.7255,42.3855,4.2567,1.8794,1.0881
1999-03-08,1.7348,37.603,7.4322,8.449,132.77,1349.46,4.1388,10.7499,42.368,4.2568,1.8821,1.0908
1999-03-09,1.7125,37.967,7.4329,8.4209,132.45,1342.52,4.1297,10.5926,42.438,4.2702,1.8817,1.0863
1999-03-10,1.7237,37.94,7.433,8.4851,131.74,1350.15,4.1557,10.6844,42.707,4.3142,1.895,1.0953
1999-03-11,1.7144,37.833,7.4327,8.4418,131,1339.97,4.1397,10.638,42.487,4.305,1.8912,1.0891
1999-03-12,1.7247,37.99,7.4327,8.4693,130.8,1348.53,4.1539,10.6453,42.631,4.2995,1.8949,1.0932
1999-03-13,1.727,37.9382,7.4326,8.4724,130.1439,1346.8622,4.1549,10.6298,42.581,4.3035,1.8885,1.0934
1999-03-14,1.7298,37.907,7.4326,8.4773,129.5229,1346.4097,4.157,10.6168,42.5521,4.3068,1.883,1.0939
1999-03-15,1.7325,37.85,7.4325,8.4867,128.85,1347.46,4.1612,10.6115,42.543,4.3103,1.8767,1.0949
1999-03-16,1.7365,38.05,7.4322,8.4414,128.65,1335.97,4.1392,10.5331,42.317,4.3107,1.8773,1.0901
1999-03-17,1.7502,37.96,7.4317,8.4973,130.18,1345.41,4.1667,10.6106,42.654,4.307,1.8918,1.0966
1999-03-18,1.7458,37.99,7.4321,8.5329,129.78,1348.73,4.1838,10.6494,42.829,4.31,1.8981,1.1012
1999-03-19,1.7316,37.947,7.4315,8.459,127.99,1326.42,4.1485,10.5352,42.358,4.2627,1.8818,1.0915
1999-03-20,1.7272,38.0253,7.4316,8.4508,128.1224,1329.7275,4.1442,10.5538,42.3072,4.2716,1.8814,1.0905
1999-03-21,1.722,38.0904,7.4316,8.4371,128.1012,1329.6233,4.1374,10.556,42.2108,4.2763,1.8797,1.0887
1999-03-22,1.7174,38.142,7.4317,8.4195,128,1328.46,4.1284,10.5603,42.079,4.2805,1.8765,1.0864
1999-03-23,1.7044,38.303,7.4315,8.4419,128.94,1334.85,4.14,10.5426,42.217,4.2888,1.8883,1.0896
1999-03-24,1.7094,38.583,7.4314,8.4693,128.6,1336.78,4.1525,10.5962,42.29,4.3521,1.885,1.0928
1999-03-25,1.7102,38.457,7.4315,8.4371,128.65,1332.39,4.1396,10.5287,42.158,4.3165,1.8808,1.0898
1999-03-26,1.6998,38.355,7.4318,8.3737,128.93,1321.26,4.1065,10.4175,41.875,4.2763,1.8714,1.0815
1999-03-27,1.6976,38.4234,7.4317,8.3481,128.8625,1318.6474,4.0923,10.3703,41.7704,4.2779,1.8661,1.0779
1999-03-28,1.6946,38.4725,7.4317,8.3192,128.823,1314.8787,4.0763,10.3149,41.6446,4.2763,1.8604,1.0739
1999-03-29,1.6904,38.54,7.4316,8.2848,128.78,1309.82,4.0574,10.2532,41.483,4.2757,1.8537,1.0692
1999-03-30,1.7003,38.44,7.4317,8.3049,128.86,1312.52,4.0673,10.2245,41.584,4.258,1.8577,1.0711
1999-03-31,1.706,38.393,7.4317,8.3226,127.81,1317.86,4.0814,10.2562,41.647,4.2947,1.8544,1.0742
1999-04-01,1.6928,38.482,7.4316,8.3687,128.72,1321.62,4.1035,10.2802,41.839,4.338,1.8671,1.0772
1999-04-02,1.6992,38.442,7.4317,8.3492,129.85,1319.65,4.094,10.265,41.748,4.35,1.8655,1.0772
1999-04-03,1.698,38.4537,7.4314,8.3445,130.0092,1319.2264,4.0915,10.2409,41.6439,4.3417,1.8649,1.0764
1999-04-04,1.6975,38.461,7.4311,8.3389,130.2488,1318.7057,4.0885,10.2191,41.5468,4.3352,1.8644,1.0758
1999-04-05,1.6956,38.487,7.4308,8.3338,130.55,1318.8,4.0861,10.1988,41.451,4.3293,1.864,1.0752
1999-04-06,1.7063,38.352,7.4312,8.3165,129.99,1312.91,4.0744,10.143,41.28,4.3143,1.8603,1.0726
1999-04-07,1.7213,38.199,7.4313,8.3786,131.27,1321.59,4.108,10.2773,41.621,4.3055,1.8765,1.0812
1999-04-08,1.7324,38.063,7.4322,8.3819,130.45,1323.17,4.1112,10.237,41.686,4.2928,1.8717,1.0818
1999-04-09,1.7162,38.036,7.4323,8.3495,130.75,1317.96,4.0947,10.2475,41.513,4.2918,1.8685,1.0778
1999-04-10,1.7146,38.0727,7.4327,8.375,130.5509,1321.6203,4.1072,10.297,41.5986,4.2972,1.869,1.0808
1999-04-11,1.7118,38.1006,7.4331,8.3952,130.3877,1324.062,4.117,10.34,41.6536,4.302,1.8692,1.0831
1999-04-12,1.7106,38.132,7.4336,8.4257,130.27,1329.35,4.1321,10.4195,41.789,4.3078,1.872,1.0867
1999-04-13,1.692,38.155,7.4334,8.343,129.66,1315.05,4.0902,10.2219,41.278,4.3023,1.8486,1.0765
1999-04-14,1.6886,38,7.4331,8.3612,128.55,1311.08,4.0999,10.2496,41.247,4.2905,1.8282,1.0787
1999-04-15,1.6981,37.71,7.4333,8.3577,128.01,1310.26,4.0983,10.2948,41.145,4.2861,1.8238,1.0786
1999-04-16,1.6535,37.922,7.4332,8.271,126.16,1297.96,4.0562,10.1617,40.721,4.2838,1.821,1.0668
1999-04-17,1.6492,37.8507,7.4331,8.2656,126.0957,1294.1788,4.0538,10.1347,40.6343,4.2778,1.8186,1.0665
1999-04-18,1.6415,37.8056,7.4331,8.253,125.8875,1289.3164,4.0478,10.0957,40.5072,4.272,1.8161,1.0651
1999-04-19,1.6325,37.745,7.433,8.2394,125.67,1284.18,4.0413,10.0529,40.36,4.2657,1.8133,1.0636
1999-04-20,1.6374,37.832,7.4328,8.2394,125.48,1284.18,4.0413,10.0529,40.36,4.2675,1.8133,1.0646
1999-04-21,1.6349,37.797,7.4326,8.202,126.26,1257.83,4.0227,9.9244,40.333,4.2522,1.8118,1.0586
1999-04-22,1.6366,37.882,7.4327,8.202,126.95,1262.67,4.022,9.8542,40.378,4.2641,1.8093,1.0581
1999-04-23,1.6257,37.839,7.4335,8.2404,127.25,1265.27,4.0404,9.9042,40.457,4.2608,1.8187,1.0634
1999-04-24,1.6298,37.7962,7.4335,8.2326,126.9081,1262.0782,4.0367,9.8892,40.3903,4.2532,1.8133,1.0624
1999-04-25,1.6325,37.755,7.4335,8.229,126.624,1259.7547,4.035,9.8811,40.3429,4.2461,1.8094,1.062
1999-04-26,1.6349,37.71,7.4335,8.223,126.22,1257.41,4.0322,9.863,40.269,4.2377,1.8046,1.0614
1999-04-27,1.6429,37.683,7.4346,8.2419,127.34,1254.58,4.0402,9.9215,40.391,4.2457,1.808,1.063
1999-04-28,1.6324,37.807,7.4336,8.2646,127.05,1257.17,4.052,9.922,40.52,4.2522,1.809,1.0666
1999-04-29,1.6123,37.692,7.433,8.2183,126.16,1246.97,4.0293,9.8348,40.347,4.2247,1.7997,1.0604
1999-04-30,1.6078,37.643,7.4323,8.2125,126.9,1258.45,4.0262,9.8322,40.266,4.1883,1.8017,1.0597
1999-05-01,1.6052,37.6019,7.4322,8.211,126.9079,1258.459,4.0256,9.8335,40.2118,4.186,1.8016,1.0595
1999-05-02,1.6022,37.5593,7.4321,8.2087,126.967,1259.7914,4.0245,9.8325,40.1528,4.1812,1.8016,1.0591
1999-05-03,1.5987,37.507,7.432,8.2073,126.93,1260.36,4.0239,9.8372,40.106,4.1763,1.8015,1.0589
1999-05-04,1.5996,37.543,7.432,8.1877,128.04,1264.19,4.0142,9.7761,39.878,4.1708,1.8006,1.0564
1999-05-05,1.6194,37.547,7.4322,8.2654,128.78,1276.93,4.0529,9.9083,40.316,4.1765,1.8119,1.0667
1999-05-06,1.6107,37.529,7.4323,8.3697,130.6,1298.46,4.1033,10.0335,40.952,4.2002,1.8373,1.0799
1999-05-07,1.6122,37.69,7.4332,8.3593,130.13,1296.9,4.0981,10.0965,40.852,4.2063,1.8318,1.0786
1999-05-08,1.6082,37.6733,7.4329,8.3459,130.0427,1293.788,4.0916,10.0473,40.6966,4.2007,1.8292,1.0768
1999-05-09,1.6047,37.6747,7.4326,8.3338,129.9388,1291.4646,4.0857,10.0163,40.5621,4.1962,1.8267,1.0752
1999-05-10,1.6012,37.69,7.4323,8.321,129.82,1289.16,4.0795,9.9894,40.419,4.1918,1.824,1.0735
1999-05-11,1.597,37.558,7.4327,8.323,129.97,1286.89,4.0803,9.9338,40.373,4.1851,1.8238,1.0732
1999-05-12,1.5961,37.667,7.4329,8.2498,128.88,1283.2,4.045,9.8767,40.018,4.1717,1.8089,1.0645
1999-05-13,1.5891,37.745,7.433,8.2324,129.2,1281.02,4.0356,9.882,40.037,4.1977,1.8107,1.0622
1999-05-14,1.6051,37.627,7.433,8.2729,130.78,1289.01,4.0554,9.8983,40.351,4.1937,1.8274,1.0676
1999-05-15,1.6057,37.6377,7.4335,8.2744,130.933,1288.0315,4.0561,9.9406,40.3994,4.193,1.827,1.0676
1999-05-16,1.6076,37.6362,7.4339,8.2792,131.1983,1288.2163,4.0584,9.9785,40.4779,4.1922,1.8282,1.068
1999-05-17,1.6117,37.629,7.4344,8.2846,131.47,1289.65,4.0611,10.0373,40.611,4.1917,1.8296,1.0685
1999-05-18,1.5896,37.67,7.4338,8.2883,131.62,1283.34,4.0622,9.9578,40.329,4.1885,1.8296,1.069
1999-05-19,1.6051,37.71,7.4346,8.2433,132.4,1275.34,4.0394,9.8443,40.15,4.1685,1.831,1.0634
1999-05-20,1.6083,37.911,7.4357,8.2498,132.16,1275.34,4.0428,9.9336,40.375,4.1819,1.832,1.0639
1999-05-21,1.5906,37.827,7.4351,8.1967,131.25,1261.38,4.017,9.8469,39.969,4.1667,1.819,1.0572
1999-05-22,1.5986,37.8287,7.4352,8.2049,131.1507,1262.0014,4.021,9.8918,40.0455,4.1671,1.8213,1.0582
1999-05-23,1.6043,37.824,7.4353,8.2076,130.9874,1260.6276,4.0223,9.9202,40.0662,4.1664,1.8222,1.0585
1999-05-24,1.6103,37.807,7.4355,8.2083,130.86,1258.88,4.0225,9.9314,40.077,4.1636,1.8223,1.0585
1999-05-25,1.6134,37.916,7.4349,8.2392,130.41,1260.83,4.038,10.0735,40.188,4.1903,1.8314,1.0627
1999-05-26,1.6205,37.867,7.4334,8.1688,128.77,1254.72,4.0033,10.1127,40.107,4.1753,1.8247,1.0535
1999-05-27,1.6057,37.8,7.4322,8.1219,128.05,1244.78,3.9798,10.0855,39.928,4.1667,1.8136,1.0473
1999-05-28,1.6046,37.585,7.432,8.1248,126.7,1242.42,3.9813,10.2361,39.823,4.1753,1.8076,1.0479
1999-05-29,1.6061,37.5907,7.4319,8.1184,126.9189,1241.9417,3.9781,10.177,39.7884,4.167,1.8071,1.047
1999-05-30,1.6072,37.5731,7.4319,8.1125,127.0074,1240.993,3.9751,10.1456,39.7431,4.1599,1.806,1.0462
1999-05-31,1.6074,37.553,7.4318,8.1078,127.18,1240.33,3.9729,10.1048,39.703,4.1518,1.8056,1.0456
1999-06-01,1.6187,37.563,7.4313,8.0924,126.35,1238.67,3.9638,10.1314,39.638,4.1575,1.798,1.0434
1999-06-02,1.6075,37.477,7.4317,8.048,125.71,1231.11,3.9442,10.1408,39.442,4.1445,1.7907,1.0382
1999-06-03,1.6082,37.534,7.4311,8.0522,125.8,1229.95,3.945,10.0804,39.528,4.145,1.7922,1.0382
1999-06-04,1.5837,37.486,7.4302,8.0018,125.45,1221.16,3.9201,9.9756,39.253,4.1335,1.7811,1.0315
1999-06-05,1.5782,37.4729,7.4303,8.0082,125.2464,1222.2527,3.9232,9.9458,39.2601,4.132,1.7813,1.0322
1999-06-06,1.5711,37.457,7.4304,8.0094,125.0329,1221.9455,3.9238,9.9059,39.2344,4.1298,1.7804,1.0323
1999-06-07,1.5621,37.453,7.4305,8.005,124.7,1221.31,3.9215,9.8608,39.189,4.1268,1.7793,1.0316
1999-06-08,1.5732,37.338,7.4302,8.0561,125.99,1223.47,3.9467,9.8273,39.259,4.135,1.7786,1.0385
1999-06-09,1.5777,37.287,7.4303,8.1194,124.48,1220.22,3.9767,9.9596,39.558,4.142,1.7922,1.0466
1999-06-10,1.5834,37.293,7.4303,8.1256,124.5,1222.5,3.9801,10.0513,39.623,4.1155,1.7956,1.0474
1999-06-11,1.5796,37.167,7.4304,8.1243,124.09,1222.62,3.98,10.0331,39.7,4.1195,1.7926,1.0474
1999-06-12,1.5786,37.1376,7.4303,8.113,124.5633,1221.4087,3.9744,10.0114,39.6174,4.1166,1.7908,1.0459
1999-06-13,1.5775,37.0987,7.4303,8.1028,124.9631,1220.4445,3.9694,9.9928,39.5571,4.1141,1.7889,1.0446
1999-06-14,1.5765,37.055,7.4302,8.0951,125.42,1221.01,3.9657,9.9889,39.506,4.1132,1.788,1.0437
1999-06-15,1.5735,37.053,7.4302,8.0626,125.27,1211.31,3.9494,9.8734,39.416,4.0917,1.7778,1.0392
1999-06-16,1.5754,37.053,7.4302,8.0221,124.4,1204.21,3.9296,9.8602,39.089,4.0627,1.7637,1.0345
1999-06-17,1.569,37.013,7.4314,8.02,123.97,1206.26,3.9291,9.7657,39.011,4.0528,1.7598,1.034
1999-06-18,1.5907,36.897,7.4312,8.0564,124.52,1208.06,3.9456,9.7081,39.248,4.0673,1.7709,1.0388
1999-06-19,1.5859,36.8901,7.4314,8.0421,125.0817,1206.4846,3.9389,9.6997,39.1982,4.0558,1.7685,1.0367
1999-06-20,1.5834,36.8718,7.4316,8.0324,125.6349,1205.4146,3.9343,9.6834,39.1814,4.0463,1.7674,1.0352
1999-06-21,1.5804,36.853,7.4318,8.0239,126.3,1205.71,3.9304,9.6624,39.2,4.0357,1.7677,1.0339
1999-06-22,1.5847,36.833,7.4324,8.0028,125.6,1195.57,3.9199,9.678,38.916,4.0378,1.7532,1.0313
1999-06-23,1.5689,36.845,7.4319,7.9907,125.55,1197.38,3.914,9.6357,38.944,4.0343,1.7526,1.028
1999-06-24,1.5672,36.96,7.432,8.0133,126.05,1195.35,3.9243,9.7113,39.124,4.0458,1.757,1.0321
1999-06-25,1.5746,36.97,7.4322,8.1026,126.8,1206.17,3.9684,9.8988,39.527,4.0888,1.7775,1.0443
1999-06-26,1.5753,36.9143,7.4324,8.0808,126.4464,1203.1848,3.9579,9.8864,39.4339,4.0853,1.7735,1.0415
1999-06-27,1.5765,36.8674,7.4326,8.0693,126.1851,1202.0781,3.9526,9.9011,39.4045,4.0853,1.7718,1.0401
1999-06-28,1.5781,36.836,7.4327,8.059,125.96,1201.2,3.948,9.9418,39.377,4.0865,1.7706,1.0388
1999-06-29,1.5775,36.682,7.4343,8.038,125.3,1199.03,3.9372,9.7984,39.351,4.0723,1.7658,1.0364
1999-06-30,1.5598,36.418,7.4341,8.0116,124.82,1195.47,3.9239,9.7374,39.239,4.058,1.7558,1.0328
1999-07-01,1.5336,36.171,7.4356,7.9614,124.12,1195.07,3.8998,9.6151,38.946,4.0243,1.7429,1.0264
1999-07-02,1.5347,36.184,7.4353,7.9507,123.93,1193.07,3.8941,9.6173,39.012,4.0152,1.7409,1.0241
1999-07-03,1.5353,36.1855,7.4353,7.948,124.3638,1192.6847,3.8927,9.5972,39.0164,4.0134,1.7398,1.0239
1999-07-04,1.5357,36.1848,7.4353,7.9442,124.7406,1192.0715,3.8907,9.5778,39.023,4.0109,1.7385,1.0235
1999-07-05,1.537,36.188,7.4353,7.9408,125.18,1190.73,3.8889,9.5586,39.038,4.0085,1.737,1.0232
1999-07-06,1.5274,36.147,7.4352,7.9323,124.87,1193.77,3.8855,9.5334,38.957,4.0062,1.7372,1.0221
1999-07-07,1.5417,36.2,7.4355,7.9323,124.77,1198.08,3.8846,9.5493,39.153,3.9933,1.7334,1.0222
1999-07-08,1.5342,36.238,7.4358,7.8998,124.72,1201.87,3.8689,9.501,39.197,3.971,1.7286,1.0182
1999-07-09,1.5289,36.329,7.4366,7.9154,124.66,1210.8,3.8762,9.5446,39.272,3.9852,1.7334,1.0204
1999-07-10,1.5298,36.3117,7.4366,7.8967,124.3736,1205.3419,3.8667,9.5346,39.1056,3.98,1.7291,1.0177
1999-07-11,1.5302,36.3061,7.4367,7.8809,124.1066,1202.0417,3.8587,9.5308,38.9722,3.976,1.7256,1.0155
1999-07-12,1.5296,36.273,7.4368,7.8592,123.82,1198.3,3.8476,9.4895,38.784,3.9695,1.7206,1.0124
1999-07-13,1.5391,36.482,7.4369,7.9013,123.83,1196.9,3.8692,9.7391,39.028,3.999,1.7318,1.0183
1999-07-14,1.541,36.683,7.4366,7.9013,122.97,1196.9,3.8692,9.7391,39.028,3.9895,1.7318,1.0168
1999-07-15,1.5435,36.753,7.4372,7.9153,123.04,1206.72,3.8762,9.5273,38.915,3.9812,1.7331,1.0201
1999-07-16,1.5459,36.723,7.4371,7.9194,123.15,1207.94,3.8776,9.5584,39.132,3.9717,1.7409,1.0202
1999-07-17,1.5469,36.6958,7.4375,7.91,122.6585,1208.7403,3.8733,9.5308,39.0719,3.9677,1.7373,1.0192
1999-07-18,1.548,36.6699,7.4378,7.902,122.2178,1209.784,3.8697,9.5074,39.0442,3.9633,1.7349,1.0183
1999-07-19,1.5438,36.653,7.4381,7.8727,121.6,1204.78,3.8552,9.4414,38.856,3.9545,1.7279,1.0146
1999-07-20,1.5963,36.52,7.4389,8.0739,123.09,1241.15,3.9551,9.6824,39.941,4.0035,1.7673,1.041
1999-07-21,1.6235,36.733,7.4404,8.1195,124.2,1257.72,3.9762,9.7729,40.233,4.0247,1.7757,1.0462
1999-07-22,1.6199,36.753,7.4428,8.1501,124.06,1268.93,3.99,9.8347,40.425,4.0398,1.7861,1.0499
1999-07-23,1.6175,36.582,7.4418,8.1467,121.96,1268.4,3.9891,9.8414,40.284,4.03,1.7822,1.0496
1999-07-24,1.6283,36.6181,7.4421,8.1998,122.7208,1276.2452,4.0152,9.9302,40.5623,4.0437,1.7886,1.0563
1999-07-25,1.6377,36.6332,7.4424,8.2476,123.2516,1283.0858,4.0387,10.0081,40.7896,4.0557,1.7941,1.0624
1999-07-26,1.6483,36.643,7.4425,8.3066,123.8,1293.7,4.0679,10.1246,41.107,4.0698,1.8011,1.0698
1999-07-27,1.648,36.695,7.4443,8.2482,124.27,1279.08,4.0383,9.9596,40.728,4.0547,1.7939,1.0627
1999-07-28,1.6465,36.805,7.4442,8.232,123.15,1270.39,4.0303,9.94,40.621,4.0627,1.7808,1.0603
1999-07-29,1.6455,36.65,7.4438,8.288,123.18,1285.81,4.0583,10.023,40.844,4.096,1.8041,1.068
1999-07-30,1.6405,36.664,7.4426,8.3019,123.19,1287.21,4.0645,10.0757,41.148,4.1279,1.8023,1.0694
1999-07-31,1.6416,36.6469,7.4426,8.2916,122.7658,1284.0247,4.0594,10.0607,41.141,4.1391,1.7983,1.0682
1999-08-01,1.6421,36.6315,7.4426,8.284,122.3784,1281.8242,4.0556,10.0562,41.1745,4.1519,1.7949,1.0674
1999-08-02,1.6441,36.613,7.4425,8.2757,121.88,1279.38,4.0514,10.0485,41.207,4.161,1.7906,1.0665
1999-08-03,1.6293,36.653,7.4428,8.2655,122.69,1275.64,4.0463,10.0464,41.155,4.2217,1.7926,1.0645
1999-08-04,1.633,36.393,7.4415,8.3533,123.39,1291.8,4.089,10.1487,41.859,4.2265,1.8053,1.0761
1999-08-05,1.6449,36.36,7.443,8.3762,123.37,1296.48,4.1004,10.2569,41.868,4.2757,1.8085,1.0791
1999-08-06,1.6459,36.408,7.4439,8.3384,123.13,1289.52,4.0818,10.1958,41.946,4.2417,1.7898,1.074
1999-08-07,1.6455,36.4111,7.4434,8.3315,123.2213,1288.0371,4.0785,10.1845,41.925,4.2405,1.7891,1.0732
